Update,Avg_Reward,Avg_Ep_Length,Miss_Dist_m,Impact_Speed_ms,Policy_Loss,Value_Loss,Stage,Success_Rate,Entropy,KL,Time,Succ_S0,Succ_S1,Succ_S2,Succ_S3
0,-125.44670104980469,156.03809523809525,17.611568450927734,18.541156768798828,-0.0026672701351344585,0.37819042801856995,0,0.0,-3.362527370452881,0.0036120922304689884,39.70128154754639,0.0,0.0,0.0,0.0
10,-201.34402465820312,271.3706004140787,106.6094741821289,18.946134567260742,0.0012738326331600547,0.076658695936203,0,0.002070393374741201,-3.373210906982422,0.0057368092238903046,98.10517907142639,0.002070393374741201,0.0,0.0,0.0
20,-140.14590454101562,564.9655172413793,237.055419921875,32.25071716308594,-0.008037509396672249,0.003507200162857771,0,0.004310344827586207,-3.381115436553955,0.003996768966317177,154.89265203475952,0.004310344827586207,0.0,0.0,0.0
30,-53.463043212890625,391.2597014925373,43.32405090332031,9.823559761047363,0.008871510624885559,0.007408037781715393,0,0.04776119402985075,-3.368356466293335,0.003999591805040836,213.27257919311523,0.04776119402985075,0.0,0.0,0.0
40,-16.013296127319336,212.0906148867314,9.979488372802734,4.023960590362549,-0.011006010696291924,0.03409111127257347,0,0.09061488673139159,-3.301185131072998,0.004856739193201065,271.6576199531555,0.09061488673139159,0.0,0.0,0.0
50,-18.154884338378906,473.1841155234657,18.70647430419922,2.6722569465637207,0.004317833110690117,0.016328969970345497,0,0.10830324909747292,-3.275832176208496,0.006971791386604309,328.41906332969666,0.10830324909747292,0.0,0.0,0.0
60,37.527557373046875,344.0209973753281,6.635011672973633,1.7305914163589478,-0.01864977739751339,0.1022879034280777,0,0.6509186351706037,-3.2706899642944336,0.004037833772599697,384.0573012828827,0.6509186351706037,0.0,0.0,0.0
70,64.17312622070312,365.10306406685237,7.37414026260376,1.539466381072998,-0.003539501689374447,0.06752979755401611,1,0.9554317548746518,-3.2175559997558594,0.0035762349143624306,437.44736218452454,0.9554317548746518,0.0,0.0,0.0
80,22.66891860961914,648.8712871287129,337.76849365234375,15.200214385986328,-0.0025927359238266945,0.012326069176197052,1,0.11386138613861387,-3.1349551677703857,0.003649646881967783,493.9599587917328,0.8518518518518519,0.0,0.0,0.0
90,28.463659286499023,1323.959595959596,125.80034637451172,4.9056854248046875,-0.0038458851631730795,0.00541504193097353,1,0.06060606060606061,-3.1242685317993164,0.0038255874533206224,552.1505331993103,0.17142857142857143,0.0,0.0,0.0
100,19.641847610473633,697.1914893617021,74.36294555664062,2.7916996479034424,-0.011953973211348057,0.0037525289226323366,1,0.0,-3.0832202434539795,0.0045326510444283485,617.8084104061127,0.0,0.0,0.0,0.0
110,23.149051666259766,771.0117647058823,24.694358825683594,2.08217716217041,0.01295655220746994,0.004216403234750032,1,0.0058823529411764705,-3.0152716636657715,0.004559488035738468,684.7565987110138,0.010869565217391304,0.0,0.0,0.0
120,21.851287841796875,689.8526315789474,19.458887100219727,3.1189846992492676,-0.006842571310698986,0.005540040787309408,1,0.0,-3.017683506011963,0.0026189677882939577,734.6922101974487,0.0,0.0,0.0,0.0
130,21.692581176757812,661.979797979798,20.453388214111328,4.176286220550537,-0.007252721581608057,0.012208912521600723,1,0.04040404040404041,-3.0188019275665283,0.003570297732949257,781.6991460323334,0.05660377358490566,0.021739130434782608,0.0,0.0
140,60.139015197753906,539.3909465020577,17.77200698852539,4.034748554229736,0.006816974841058254,0.04235187545418739,1,0.49382716049382713,-3.0233445167541504,0.004181543365120888,829.6580650806427,0.9421487603305785,0.04918032786885246,0.0,0.0
150,48.56957244873047,868.0264900662252,46.864891052246094,5.848569869995117,-0.007239664904773235,0.02052980475127697,1,0.16556291390728478,-2.9984917640686035,0.003762827953323722,878.5194051265717,1.0,0.03076923076923077,0.0,0.0
160,41.28563690185547,1000.5496183206106,53.766788482666016,3.623857021331787,0.0074484264478087425,0.003838547505438328,1,0.0,-2.9972846508026123,0.002520623616874218,945.0767123699188,0.0,0.0,0.0,0.0
170,21.18509292602539,712.3478260869565,23.21044921875,1.486624836921692,-0.0005679191090166569,0.004363513085991144,1,0.005434782608695652,-3.017183303833008,0.006505968514829874,1011.0267908573151,0.00909090909090909,0.0,0.0,0.0
